+------+----+------+------+------+----+----+-----+-----+------+----+------+------+----+------+------+------+----+-----+-------+--------------+
|ins/t | M1 | MREQ | IORQ | RFSH | RD | WR | INT | IFF | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   |mem | ieo | pio   | asm          |
| 65/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0073 | FB | 0074 | FFFE | FB | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/2 |    |      |      |      |    |    |     | 1,1 | 0073 | ED | 0074 | FFFE | ED | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0050 | ED | 0074 | FFFE | ED | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/4 |    |      |      |      |    |    |     | 1,1 | 0050 | ED | 0074 | FFFE | ED | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/5 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0074 | ED | 0075 | FFFE | ED | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/6 |    |      |      |      |    |    |     | 1,1 | 0074 | 4D | 0075 | FFFE | 4D | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/7 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0051 | 4D | 0075 | FFFE | 4D | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/8 |    |      |      |      |    |    |     | 1,1 | 0051 | 4D | 0075 | FFFE | 4D | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/9 |    |      |      |      |    |    |     | 1,1 | 0051 | 4D | 0075 | FFFE | 4D | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/10|    | MREQ |      |      | RD |    |     | 1,1 | FFFE | 4D | 0075 | FFFF | 4D | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/11|    |      |      |      |    |    |     | 1,1 | FFFE | 13 | 0075 | FFFF | 4D | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | RETI         |
| 65/12|    |      |      |      |    |    |     | 1,1 | FFFE | 13 | 0075 | FFFF | 4D | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | RETI         |
| 65/13|    | MREQ |      |      | RD |    |     | 1,1 | FFFF | 13 | 0075 | 0000 | 4D | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | RETI         |
| 65/14|    |      |      |      |    |    |     | 1,1 | FFFF | 00 | 0013 | 0000 | 4D | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | RETI         |
| 66/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0013 | 00 | 0014 | 0000 | 4D | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/2 |    |      |      |      |    |    |     | 1,1 | 0013 | D3 | 0014 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0052 | D3 | 0014 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/4 |    |      |      |      |    |    |     | 1,1 | 0052 | D3 | 0014 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/5 |    |      |      |      |    |    |     | 1,1 | 0052 | D3 | 0014 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0014 | D3 | 0015 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/7 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/8 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/9 |    |      | IORQ |      |    | WR |     | 1,1 | FF1E | FF | 0015 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,EE | OUT (1Eh),A  |
| 66/10|    |      |      |      |    |    |     | 1,1 | FF1E | FF | 0015 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | OUT (1Eh),A  |
| 66/11|    |      |      |      |    |    |     | 1,1 | FF1E | FF | 0015 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | OUT (1Eh),A  |
| 67/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0015 | FF | 0016 | 0000 | D3 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/2 |    |      |      |      |    |    |     | 1,1 | 0015 | 18 | 0016 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0053 | 18 | 0016 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/4 |    |      |      |      |    |    |     | 1,1 | 0053 | 18 | 0016 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/5 |    |      |      |      |    |    |     | 1,1 | 0053 | 18 | 0016 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0016 | 18 | 0017 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/7 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0017 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/8 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/9 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/10|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/11|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 67/12|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | JR 0011h     |
| 68/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | FA | 0012 | 0000 | 18 | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | IN A,(1Ch)   |
| 68/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | FF44 | 0010 | 0059 | 03 | 1,1 | FF,FF | IN A,(1Ch)   |
